SST,D_local,M,TE_forward,TE_reverse,CMI
27.89856928122856,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.923643608756795,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.879863118628386,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.53934200097361,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.34276629303318,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.488531570336644,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.72930490898175,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.55045768466807,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.26395908884571,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.430249265120278,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.729859328296296,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.79332750290153,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
25.795371939614363,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.15924152173025,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.99195027715847,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.403134022319723,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.96853312868225,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.684787900053923,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.378844459825675,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.398199009123825,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.285271801470213,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
26.86267369781114,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.160194091533004,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.5347047017939,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.83770586263492,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
28.181278559051787,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
28.290656558077856,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
28.407193877191865,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.86376260615962,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.52363795656033,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.184100337352195,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
27.434327585006837,1.1164375871712031,1.8065123646559766,0.03419477027374773,0.09760125986742318,0.0
