Signal,m,tau,run,N_eff,M_mean,D_local,TE_fwd
gaussian_white_noise,5,10,20,960,0.017174570229698816,5.573982418412569,0.0
gaussian_white_noise,5,10,21,960,0.046988986477587424,5.806010020654297,0.0
gaussian_white_noise,5,10,22,960,0.07257381722726208,5.70911159022006,0.0
gaussian_white_noise,5,10,23,960,0.04187158466236607,5.766419706314506,0.004681877685529745
gaussian_white_noise,5,10,24,960,0.0666128942514872,5.539064779200514,0.0
gaussian_white_noise,5,10,25,960,0.12165709874158726,5.482443285885607,0.03826139629410363
gaussian_white_noise,5,10,26,960,0.07589512815867838,5.805881962838262,0.0069871634734806065
gaussian_white_noise,5,10,27,960,0.02339376184523001,5.78442446006639,0.0
gaussian_white_noise,5,10,28,960,0.10264280420601946,5.569912100306079,0.0044304125141971795
gaussian_white_noise,5,10,29,960,0.11319905336307645,5.648937050548712,0.014050725208600845
gaussian_white_noise,5,10,30,960,0.06509683580067716,5.642797833210755,0.0
gaussian_white_noise,5,10,31,960,0.07077929605622746,5.635096885528282,0.0
gaussian_white_noise,5,10,32,960,0.047766073760871386,5.555913598462285,0.029452097885512174
gaussian_white_noise,5,10,33,960,0.11312770601333089,5.631254612045632,0.0
gaussian_white_noise,5,10,34,960,0.10639710838991956,5.683415206681664,0.004630921728966619
gaussian_white_noise,5,10,35,960,0.048020072637909195,5.621938683667579,0.0
gaussian_white_noise,5,10,36,960,0.10641449747540843,5.527724920654663,0.06276767534944394
gaussian_white_noise,5,10,37,960,0.11044379853942488,5.63076559792138,0.013568843381703388
gaussian_white_noise,5,10,38,960,0.029491830509136285,5.703168837220992,0.021406474854719804
gaussian_white_noise,5,10,39,960,0.03647178195368639,5.702397773426451,0.002996513114480681
gaussian_white_noise,5,10,40,960,0.08496641061572863,5.667547582373459,0.018296739166427045
gaussian_white_noise,5,10,41,960,0.0376877195451355,5.667053402811991,0.026665456668148124
gaussian_white_noise,5,10,42,960,0.086129062324936,5.450841496703934,0.0
gaussian_white_noise,5,10,43,960,0.09030089808229835,5.600175337245148,0.014949175969392048
gaussian_white_noise,5,10,44,960,0.11026074184982004,5.665432239716683,0.046833668603366796
gaussian_white_noise,5,10,45,960,0.11539011763562712,5.633140049743805,0.01368549499028493
gaussian_white_noise,5,10,46,960,0.049871360193857406,5.7218388802983915,0.03404466155160124
gaussian_white_noise,5,10,47,960,0.032190490655658266,5.598050419581337,0.0
gaussian_white_noise,5,10,48,960,0.07187848074618408,5.712562377994162,0.0
gaussian_white_noise,5,10,49,960,0.015875088847551844,5.584135273993145,0.019690514943029314
gaussian_white_noise,5,10,50,960,0.08348386502292104,5.8000541371389245,0.01567271403794912
gaussian_white_noise,5,10,51,960,0.09107394781737188,5.761901713031322,0.02099748207309604
gaussian_white_noise,5,10,52,960,0.12437154426534125,5.684585349853214,0.0
gaussian_white_noise,5,10,53,960,0.07512961409023511,5.692145494001191,0.025799944852983092
gaussian_white_noise,5,10,54,960,0.07792323814991953,5.523466154401155,0.0
gaussian_white_noise,5,10,55,960,0.007622050690945237,5.55271513941995,0.0
gaussian_white_noise,5,10,56,960,0.04849095056247954,5.720308139802116,0.0
gaussian_white_noise,5,10,57,960,0.08765866032881409,5.647650720304015,0.0
gaussian_white_noise,5,10,58,960,0.03279238828500208,5.650510278662826,0.0
gaussian_white_noise,5,10,59,960,0.03360835341839685,5.656898093670378,0.0
gaussian_white_noise,5,10,60,960,0.02882274948669572,5.596816665342683,0.0
gaussian_white_noise,5,10,61,960,0.05917935579183986,5.854575507483173,0.006385808269318005
gaussian_white_noise,5,10,62,960,0.06014236188512889,5.6438909001266095,0.0
gaussian_white_noise,5,10,63,960,0.07240134300225698,5.765796614421706,0.028125228524244594
gaussian_white_noise,5,10,64,960,0.12121462183252962,5.638591963600508,0.002272896128063362
gaussian_white_noise,5,10,65,960,0.026056607014873556,5.636998116723322,0.0515184148038248
gaussian_white_noise,5,10,66,960,0.04484542988037088,5.586340565798922,0.029219524992848633
gaussian_white_noise,5,10,67,960,0.11214122335014398,5.638424986041945,0.0
gaussian_white_noise,5,10,68,960,0.051424802280017445,5.729163008251698,0.0
gaussian_white_noise,5,10,69,960,0.07442427837759702,5.47940483152946,0.017458487858127647
gaussian_white_noise,5,10,70,960,0.026875620555749435,5.641856664649745,0.0012265919889822285
gaussian_white_noise,5,10,71,960,0.035406533359798154,5.749644991093419,0.003865411431347443
gaussian_white_noise,5,10,72,960,0.09891999050994116,5.552495600409793,0.0
gaussian_white_noise,5,10,73,960,0.030184285873182226,5.5657675730576965,0.0
gaussian_white_noise,5,10,74,960,0.041555506504990625,5.779243057834291,0.01700738796006096
gaussian_white_noise,5,10,75,960,0.0477757716081566,5.806837914738369,0.015358695677390788
gaussian_white_noise,5,10,76,960,0.08541906709987135,5.792071533076783,0.0
gaussian_white_noise,5,10,77,960,0.051266144464000796,5.598242399320881,0.013981406432549637
gaussian_white_noise,5,10,78,960,0.1079425483012253,5.517089851511319,0.0
gaussian_white_noise,5,10,79,960,0.13043403448538538,5.796334585362332,0.0
gaussian_white_noise,5,10,80,960,0.09309130763835416,5.583580850467593,0.052109318523811954
gaussian_white_noise,5,10,81,960,0.10812344133637364,5.5401750080402286,0.02917340514809874
gaussian_white_noise,5,10,82,960,0.06706003913344016,5.727376536431204,0.010740744447391037
gaussian_white_noise,5,10,83,960,0.03217139338553299,5.765273641509583,0.01871818019434368
gaussian_white_noise,5,10,84,960,0.03332353395400567,5.56816533155069,0.0
gaussian_white_noise,5,10,85,960,0.0266225725672804,5.800939382307801,0.003444701179557974
gaussian_white_noise,5,10,86,960,0.053175095909201,5.835626913713792,0.021061346792004
gaussian_white_noise,5,10,87,960,0.12131738848118001,5.620578756227925,0.029141885847318694
gaussian_white_noise,5,10,88,960,0.058907064712270696,5.488114025818864,0.0
gaussian_white_noise,5,10,89,960,0.08125224919168872,5.595687253259953,0.030704210455253733
gaussian_white_noise,5,10,90,960,0.07775386873171541,5.63899050984669,0.0
gaussian_white_noise,5,10,91,960,0.11099225778272981,5.597522989437569,0.0
gaussian_white_noise,5,10,92,960,0.09722416405656542,5.660613124743134,0.0
gaussian_white_noise,5,10,93,960,0.029802808196601305,5.677254854385219,0.024894384153570037
gaussian_white_noise,5,10,94,960,0.08472547557069543,5.32629982217746,0.0
gaussian_white_noise,5,10,95,960,0.005395702453605544,5.598308030025459,0.004561469710380628
gaussian_white_noise,5,10,96,960,0.0403941132492438,5.65722741030083,0.0
gaussian_white_noise,5,10,97,960,0.06933046080158611,5.637817105957178,0.0
gaussian_white_noise,5,10,98,960,0.06870242394366688,5.785959043841908,0.008433323499875911
gaussian_white_noise,5,10,99,960,0.057558978753649015,5.579323190035635,0.0
pink_noise,1,1,0,1000,3.380961697054175,1.1224275618239539,0.0
pink_noise,1,1,1,1000,1.0944093842032183,1.1311815633628644,0.0
pink_noise,1,1,2,1000,2.0742306933980306,1.1413782192674584,0.05071828362826114
pink_noise,1,1,3,1000,1.6540001628804655,1.1305440012890504,0.0
pink_noise,1,1,4,1000,1.6383784228380547,1.1302061991771846,0.0011043000670025727
pink_noise,1,1,5,1000,1.7263242062615367,1.1201915649180387,0.0
pink_noise,1,1,6,1000,1.3469105253750486,1.1224660909118416,0.0
pink_noise,1,1,7,1000,2.181221112325407,1.1284689838743864,0.0
pink_noise,1,1,8,1000,1.7128070183711124,1.128777881630369,0.011982884988950726
pink_noise,1,1,9,1000,1.0189752742599296,1.1232036962358056,0.018202134252101043
pink_noise,1,1,10,1000,1.8785383473126438,1.1353994764912245,0.017383693097346775
pink_noise,1,1,11,1000,1.6338159389047586,1.1117366808620883,0.013966172051298464
pink_noise,1,1,12,1000,3.368092589788741,1.1211439367856049,0.0170755542875054
pink_noise,1,1,13,1000,2.014129800698642,1.12013007778864,0.006898066272308601
pink_noise,1,1,14,1000,2.239981102361251,1.1412904928816994,0.0020482767874048236
pink_noise,1,1,15,1000,0.6105686583742029,1.1412799157435478,0.008952707905374613
pink_noise,1,1,16,1000,2.535304163147681,1.1036276868335386,0.0
pink_noise,1,1,17,1000,1.3262877272280793,1.1419447826437032,0.007972306913942795
pink_noise,1,1,18,1000,1.6920565702508306,1.1202214425906032,0.029321648075210316
pink_noise,1,1,19,1000,1.2776592683491934,1.1353252686449942,0.005475339385244471
pink_noise,1,1,20,1000,1.4883587879446205,1.1250612064689336,0.024997724136694988
pink_noise,1,1,21,1000,2.6327219755817213,1.1196733245921946,0.0
pink_noise,1,1,22,1000,1.896608553409668,1.1426632936132863,0.010959997807150401
pink_noise,1,1,23,1000,1.358247822238523,1.1312726455996154,0.0011199851258480997
pink_noise,1,1,24,1000,2.312795698924835,1.1190353745300838,0.0
pink_noise,1,1,25,1000,1.2121737445265452,1.143454138923164,0.0
pink_noise,1,1,26,1000,0.9944803210141497,1.1220136275591457,0.04539727106979674
pink_noise,1,1,27,1000,1.685438780200088,1.1201426815025544,0.0
pink_noise,1,1,28,1000,1.4777328990961092,1.1491821535855251,0.02152174078004032
pink_noise,1,1,29,1000,1.2052513175634516,1.133615771648094,0.030685391553309405
pink_noise,1,1,30,1000,2.309745370574334,1.139470847400855,0.0
pink_noise,1,1,31,1000,1.5418975443350016,1.1399860578475536,0.0
pink_noise,1,1,32,1000,1.9052217648757779,1.1485989632936806,0.0
pink_noise,1,1,33,1000,2.39994547169937,1.1265666288841998,0.0
pink_noise,1,1,34,1000,2.385991568700489,1.126315293952755,0.0
pink_noise,1,1,35,1000,2.325277651933852,1.1124660020522137,0.0009679477471471465
pink_noise,1,1,36,1000,1.2504865640780674,1.1334880745476736,0.0013162519710898657
pink_noise,1,1,37,1000,1.983939724192001,1.1497398919901534,0.029192737726150497
pink_noise,1,1,38,1000,1.8148516466949647,1.145213525907485,0.04915046726451511
pink_noise,1,1,39,1000,1.0923819419184246,1.121574462501134,0.0
pink_noise,1,1,40,1000,1.6190601535397917,1.1143354368092624,0.017782095931641706
pink_noise,1,1,41,1000,1.410448926000738,1.1192955588816804,0.008144103946189585
pink_noise,1,1,42,1000,2.026493623422805,1.1436485813345838,0.0
pink_noise,1,1,43,1000,1.3692162744810776,1.133032275152834,0.0
pink_noise,1,1,44,1000,2.7553606645895905,1.129085102890067,0.0
pink_noise,1,1,45,1000,2.008881201314066,1.1238316111795332,0.04018899971389622
pink_noise,1,1,46,1000,1.7891900158210676,1.1236230303818688,0.006319848206091994
pink_noise,1,1,47,1000,1.7002617928376713,1.1190127684921294,0.0037804180171869817
pink_noise,1,1,48,1000,2.031853051773412,1.120524468836863,0.0
pink_noise,1,1,49,1000,1.6554262657724679,1.1183275693432388,0.0
pink_noise,1,1,50,1000,2.0800259050250465,1.1258186389987186,0.0
pink_noise,1,1,51,1000,2.5441139793708816,1.1341902311522545,0.0
pink_noise,1,1,52,1000,2.646577440129153,1.1248620787602417,0.0
pink_noise,1,1,53,1000,1.5974196824548343,1.1240794332058759,0.008855474046631784
pink_noise,1,1,54,1000,1.0912449615333353,1.1372475527646133,0.02977748645364242
pink_noise,1,1,55,1000,2.3572558842765767,1.137814297728545,0.003398306058414846
pink_noise,1,1,56,1000,1.8939422848425562,1.1454558883663166,0.017453912041272
pink_noise,1,1,57,1000,1.2233513186537692,1.128219824372998,0.02440819178411946
pink_noise,1,1,58,1000,2.479496741610614,1.1298248104395474,0.0
pink_noise,1,1,59,1000,1.6690943793235897,1.1351931508421385,0.0
pink_noise,1,1,60,1000,1.3707560185031875,1.1253842409799502,0.0
pink_noise,1,1,61,1000,1.4115391566495497,1.1363384987786078,0.008689979018915661
pink_noise,1,1,62,1000,1.2330510422028942,1.1314140076831563,0.0
pink_noise,1,1,63,1000,1.5547295814161561,1.1266024905723129,0.011410529237623201
pink_noise,1,1,64,1000,1.6238476010889258,1.1277667800472184,0.0
pink_noise,1,1,65,1000,1.6783451197077595,1.1333735511887655,0.01963499147729042
pink_noise,1,1,66,1000,1.3803526255073493,1.1177581039277245,0.029094833504159645
pink_noise,1,1,67,1000,1.8880533431190005,1.1268437509926326,0.0
pink_noise,1,1,68,1000,1.9869423280894907,1.109539229743412,0.04014493051861834
pink_noise,1,1,69,1000,2.049015559157876,1.131223387102012,0.05205909207306192
pink_noise,1,1,70,1000,0.9593487664186631,1.1399280903917188,0.0
pink_noise,1,1,71,1000,2.4025100932044725,1.13353136689772,0.0606029273973725
pink_noise,1,1,72,1000,0.7352761090171311,1.1372371287075156,0.030697110947457862
pink_noise,1,1,73,1000,1.9501951130927901,1.144008905778017,0.004487155069349491
pink_noise,1,1,74,1000,1.4953508623520229,1.124236715196951,0.008024587452656107
pink_noise,1,1,75,1000,1.3401057786139274,1.1363360064487928,0.01550339744105722
pink_noise,1,1,76,1000,1.9289418476856914,1.1453827113704638,0.02668861756065999
pink_noise,1,1,77,1000,1.6279134259956263,1.1193770318917504,0.018267615381301283
pink_noise,1,1,78,1000,1.7612750742847503,1.122313244576443,0.022857073722961196
pink_noise,1,1,79,1000,1.9306910363072296,1.1208627266303979,0.0061013062653434424
pink_noise,1,1,80,1000,2.32650120281505,1.105139976567933,0.029276388532610387
pink_noise,1,1,81,1000,2.085117678144621,1.122693206085983,0.0
pink_noise,1,1,82,1000,1.1733385572384138,1.1296299706546775,0.0
pink_noise,1,1,83,1000,0.7718063319862845,1.1266393589844867,0.0
pink_noise,1,1,84,1000,3.1226522596910824,1.1284972115709384,0.0
pink_noise,1,1,85,1000,1.1618137870044327,1.151822846309629,0.0
pink_noise,1,1,86,1000,1.263633332434308,1.1367118752193692,0.0
pink_noise,1,1,87,1000,2.5271362995810445,1.101461457520219,0.030116266889359533
pink_noise,1,1,88,1000,3.712330275132654,1.1246993688269509,0.0021897022339127936
pink_noise,1,1,89,1000,1.6511744798321235,1.144949495079363,0.0
pink_noise,1,1,90,1000,2.4359201855979573,1.1344212909304452,0.0
pink_noise,1,1,91,1000,1.9180240737392622,1.134408539049448,0.0
pink_noise,1,1,92,1000,1.5707730750480087,1.1393494675072733,0.016830349642653175
pink_noise,1,1,93,1000,1.8431761764222747,1.115631708273941,0.0231571839894813
pink_noise,1,1,94,1000,1.6023958543064913,1.1216363811898529,0.021005371573375342
pink_noise,1,1,95,1000,1.9505174373349208,1.1426674980454958,0.0039153535057590005
pink_noise,1,1,96,1000,1.522692075474958,1.1403668457742868,0.009437856215022133
pink_noise,1,1,97,1000,2.075775097426213,1.1422732906657806,0.0
pink_noise,1,1,98,1000,2.0839317867527014,1.1275496249499342,0.0
pink_noise,1,1,99,1000,1.535208401184943,1.1272733496098806,0.024920770207992327
pink_noise,2,1,0,999,3.3685651171456272,2.279811102778841,0.0
pink_noise,2,1,1,999,1.0930205659508223,2.30070090237798,0.0
pink_noise,2,1,2,999,2.0731719328742058,2.3271388981050136,0.05190718435448183
pink_noise,2,1,3,999,1.654717963818963,2.272909753783112,0.0
pink_noise,2,1,4,999,1.6347872548387938,2.33316371137805,0.0042248435218961156
pink_noise,2,1,5,999,1.720957304791916,2.263932560240547,0.0
pink_noise,2,1,6,999,1.3503787453795288,2.2859817919951557,0.0
pink_noise,2,1,7,999,2.1824357184110035,2.3067851622770528,0.0
pink_noise,2,1,8,999,1.7089413398347553,2.276112908862899,0.010654949377806311
pink_noise,2,1,9,999,1.0160338345768967,2.3167322709436844,0.01870616541905923
pink_noise,2,1,10,999,1.8792199870649058,2.2634932700988393,0.020790862137034516
pink_noise,2,1,11,999,1.6324965890251812,2.3473226296043146,0.015990263324801468
pink_noise,2,1,12,999,3.367426247035334,2.2550462667367093,0.01627980946209684
pink_noise,2,1,13,999,2.016070199209236,2.243103918922532,0.005427994091264043
pink_noise,2,1,14,999,2.236388949752449,2.275977560909843,0.0033079032231717598
pink_noise,2,1,15,999,0.6077776635789149,2.28232160685148,0.00628276947607409
pink_noise,2,1,16,999,2.5363619467925402,2.267500285233093,0.0
pink_noise,2,1,17,999,1.3329594430781482,2.2708090728262693,0.007750657358228441
pink_noise,2,1,18,999,1.6894029090800853,2.2331945799863364,0.026797132276887403
pink_noise,2,1,19,999,1.2786130749966258,2.2596865804796797,0.005767617185745255
pink_noise,2,1,20,999,1.487423268597495,2.253782695603383,0.02594136385569934
pink_noise,2,1,21,999,2.627389780191096,2.2989209616331516,0.0
pink_noise,2,1,22,999,1.8994623572013616,2.262528183509928,0.011866800278494072
pink_noise,2,1,23,999,1.3603715159226741,2.2746072658726635,0.0022821307359635057
pink_noise,2,1,24,999,2.322444834500215,2.3057450235782766,0.0
pink_noise,2,1,25,999,1.2074923154047346,2.299987882089959,0.0
pink_noise,2,1,26,999,1.007111598073548,2.3072408795100743,0.044604419664404205
pink_noise,2,1,27,999,1.686851498411368,2.28145059461811,0.0
pink_noise,2,1,28,999,1.4739923085306925,2.3100515656365794,0.022072057703032222
pink_noise,2,1,29,999,1.2019593849509276,2.3190372113816906,0.030002509886853712
pink_noise,2,1,30,999,2.31417955073913,2.2669359381343575,0.0
pink_noise,2,1,31,999,1.544239371225097,2.298004611781195,0.0
pink_noise,2,1,32,999,1.9057372446596101,2.2787221716832726,0.0
pink_noise,2,1,33,999,2.401619484648842,2.331504973588514,0.0
pink_noise,2,1,34,999,2.3869472427257885,2.2896119584972103,0.0
pink_noise,2,1,35,999,2.339226659649992,2.293009821338175,0.005818742028401047
pink_noise,2,1,36,999,1.2589634141428911,2.251678427216608,0.0031712790101448007
pink_noise,2,1,37,999,1.9903421286495293,2.2647142506167954,0.027475403127665388
pink_noise,2,1,38,999,1.8200843209585558,2.291938334316211,0.04768846733089527
pink_noise,2,1,39,999,1.0902915580570527,2.260398400934352,0.0
pink_noise,2,1,40,999,1.6234545047031825,2.3257526024014648,0.01760237895316541
pink_noise,2,1,41,999,1.4121871581559482,2.2723220574143137,0.006070386785444359
pink_noise,2,1,42,999,2.030086654670338,2.2620361677372447,0.0
pink_noise,2,1,43,999,1.370330791267019,2.272162201220444,0.0
pink_noise,2,1,44,999,2.7543007910958384,2.2878711133740506,0.0
pink_noise,2,1,45,999,2.0096617935027594,2.3136039773882207,0.03907343138534447
pink_noise,2,1,46,999,1.7813784809574784,2.2778812440822422,0.0018638884556119173
pink_noise,2,1,47,999,1.7051922456627384,2.329324174265449,0.004736385187244174
pink_noise,2,1,48,999,2.0336203530400163,2.2884718427248103,0.0
pink_noise,2,1,49,999,1.6500112102432518,2.303581166467766,0.0
pink_noise,2,1,50,999,2.0811899203200146,2.314276615441757,0.0
pink_noise,2,1,51,999,2.54554803971216,2.3033193284673685,0.0
pink_noise,2,1,52,999,2.6522580652492236,2.2775649973664875,0.0
pink_noise,2,1,53,999,1.600829596501577,2.3276626075943336,0.007592448891202697
pink_noise,2,1,54,999,1.0969710549985026,2.329086540310652,0.03085190294438611
pink_noise,2,1,55,999,2.356926024474919,2.281020290623504,0.004922597132063
pink_noise,2,1,56,999,1.8973476234136077,2.3328537512669243,0.02097561648925428
pink_noise,2,1,57,999,1.2231663918756874,2.320665337000696,0.02431583029802864
pink_noise,2,1,58,999,2.480986208961159,2.314012772406915,0.0
pink_noise,2,1,59,999,1.676957073734516,2.2839054524241287,0.0
pink_noise,2,1,60,999,1.3709647279616233,2.2917327458286922,0.0
pink_noise,2,1,61,999,1.4105663488214928,2.2938536848786386,0.006088730941019804
pink_noise,2,1,62,999,1.2372982870171567,2.2492806464414112,0.0
pink_noise,2,1,63,999,1.557644239970907,2.28898795625182,0.011740456569964142
pink_noise,2,1,64,999,1.6206410891495713,2.3125009773260086,0.0
pink_noise,2,1,65,999,1.6723891944524754,2.3033771211234453,0.022100691286736307
pink_noise,2,1,66,999,1.3837525961383843,2.270282780471048,0.030093451511587155
pink_noise,2,1,67,999,1.8873758617093146,2.310302025767532,0.0
pink_noise,2,1,68,999,1.9921296710706633,2.3132265426349186,0.04280484830400022
pink_noise,2,1,69,999,2.0497868798566925,2.282663467148301,0.054740838646735845
pink_noise,2,1,70,999,0.957714888807363,2.332397232187495,0.0
pink_noise,2,1,71,999,2.396284686037101,2.2863778746174583,0.061763494984567124
pink_noise,2,1,72,999,0.7407530309706676,2.242076222630272,0.029990166272017227
pink_noise,2,1,73,999,1.9374377367340072,2.2773719760465423,0.004135531160564643
pink_noise,2,1,74,999,1.4974219987820279,2.2931243923912836,0.008451487550276138
pink_noise,2,1,75,999,1.3431323884752056,2.286148489908904,0.015978306367240513
pink_noise,2,1,76,999,1.938291856903188,2.2772888347606783,0.028293569640083227
pink_noise,2,1,77,999,1.6264071464163377,2.315813101926205,0.020603287657793068
pink_noise,2,1,78,999,1.7580574461237872,2.2835257660819144,0.02345381767751764
pink_noise,2,1,79,999,1.930379830972421,2.3151948469611514,0.002862135749825079
pink_noise,2,1,80,999,2.3254475778390296,2.3223381983316522,0.030217110520553536
pink_noise,2,1,81,999,2.08084291053432,2.2867862157642183,0.0
pink_noise,2,1,82,999,1.1688670187816657,2.304384294478291,0.0
pink_noise,2,1,83,999,0.7660904434338107,2.2492873575475767,0.0
pink_noise,2,1,84,999,3.121782901154298,2.3270981196072187,0.0
pink_noise,2,1,85,999,1.1659578948047944,2.304376693824528,0.0
pink_noise,2,1,86,999,1.2610860239027852,2.3022777549897553,0.0
pink_noise,2,1,87,999,2.5328449338284895,2.2764036608693514,0.029197143887184307
pink_noise,2,1,88,999,3.709993220991357,2.2953977730832626,0.002866234042978366
pink_noise,2,1,89,999,1.6501416670551383,2.278242973392199,0.0
pink_noise,2,1,90,999,2.43672192768075,2.303568097786678,0.0
pink_noise,2,1,91,999,1.923312901612833,2.247165520282496,0.0
pink_noise,2,1,92,999,1.5853539463098758,2.281966355043939,0.01433439411756332
pink_noise,2,1,93,999,1.843490636053395,2.258936740930473,0.024548484711181207
pink_noise,2,1,94,999,1.6065826111686707,2.2830058056868756,0.020309079277865294
pink_noise,2,1,95,999,1.941142948663392,2.30870114851117,0.0010561235735311314
pink_noise,2,1,96,999,1.5237703915368432,2.325162476744409,0.008651682185442322
pink_noise,2,1,97,999,2.065130450479929,2.2998355658795915,0.0
pink_noise,2,1,98,999,2.0856120267977416,2.2992667064411885,0.0
pink_noise,2,1,99,999,1.5349109700816355,2.2969040051882583,0.026572145810739745
pink_noise,2,5,0,995,3.3333704463404676,2.2716081933886905,0.0
pink_noise,2,5,1,995,1.0963733474034205,2.3162704796695257,0.0
pink_noise,2,5,2,995,2.074670885358284,2.266670317467289,0.050250694331913426
pink_noise,2,5,3,995,1.6658224095298868,2.277106794636028,0.0
pink_noise,2,5,4,995,1.6370387847248455,2.2745000510276188,0.0011255476218949845
pink_noise,2,5,5,995,1.7067113815337218,2.2840027840177304,0.0
pink_noise,2,5,6,995,1.359623432580526,2.27635190918028,0.0
pink_noise,2,5,7,995,2.174521319050598,2.2811661857317835,0.0
pink_noise,2,5,8,995,1.7093069018469214,2.248549410578811,0.011630742729415111
pink_noise,2,5,9,995,1.0084572351265448,2.2512171413195206,0.02001049520282816
pink_noise,2,5,10,995,1.8793045404737985,2.2709535394214324,0.021452726410629896
pink_noise,2,5,11,995,1.6385796779162471,2.3086360557019976,0.01118427825592061
pink_noise,2,5,12,995,3.3771188526831466,2.2988692696383977,0.013738433255476412
pink_noise,2,5,13,995,2.032361745255228,2.2871930651846113,0.006417011551685281
pink_noise,2,5,14,995,2.2180783368480714,2.2785460151276755,0.0021869942603047754
pink_noise,2,5,15,995,0.6113359044460314,2.2958597550259765,0.006352529926141326
pink_noise,2,5,16,995,2.5439842526207945,2.2569135553433077,0.0
pink_noise,2,5,17,995,1.3344416346036754,2.314506143722113,0.011442050535258819
pink_noise,2,5,18,995,1.6783512924479194,2.2971608746135868,0.028118434507625523
pink_noise,2,5,19,995,1.2652681473406169,2.281067717430327,0.011361546024847069
pink_noise,2,5,20,995,1.495412204140897,2.324658332700584,0.03000076926792472
pink_noise,2,5,21,995,2.6361575688767784,2.3067276875391474,0.0
pink_noise,2,5,22,995,1.913622353756205,2.2776232552888436,0.009288827248280285
pink_noise,2,5,23,995,1.3848683594649787,2.262192950667316,0.001969143083346836
pink_noise,2,5,24,995,2.3489595377466954,2.274491288937081,0.0
pink_noise,2,5,25,995,1.1835771688574095,2.2593509341269233,0.0
pink_noise,2,5,26,995,1.0114863910071366,2.3014962254559324,0.046426830963303356
pink_noise,2,5,27,995,1.694718391761743,2.2706228180122072,0.0
pink_noise,2,5,28,995,1.4568904637846147,2.308573389374199,0.017713485552566244
pink_noise,2,5,29,995,1.1989011347328935,2.2651032354260376,0.028757458599206753
pink_noise,2,5,30,995,2.3145988890804268,2.293814570629843,0.0
pink_noise,2,5,31,995,1.5526791913229276,2.2734420877525117,0.0
pink_noise,2,5,32,995,1.9034624017348754,2.213481424429726,0.0
pink_noise,2,5,33,995,2.4090300992301024,2.2887615011144287,0.0
pink_noise,2,5,34,995,2.400117053220722,2.2503680926735035,0.0
pink_noise,2,5,35,995,2.3556169041123756,2.276750079035293,0.0
pink_noise,2,5,36,995,1.2557373031539347,2.318999543078438,0.002566874466541691
pink_noise,2,5,37,995,2.0067047316106708,2.2732231194243018,0.033088219426571364
pink_noise,2,5,38,995,1.8231515260874032,2.2389118800288057,0.053166929520349626
pink_noise,2,5,39,995,1.091978137897784,2.2843133467308117,0.0
pink_noise,2,5,40,995,1.62962499163137,2.279943055572447,0.01588006920767482
pink_noise,2,5,41,995,1.4092903354438233,2.264315221077111,0.007884600324115087
pink_noise,2,5,42,995,2.03696368352106,2.2738374093869043,0.0
pink_noise,2,5,43,995,1.379763601803485,2.267526545036641,0.0
pink_noise,2,5,44,995,2.7567919646232943,2.3064830145750346,0.0
pink_noise,2,5,45,995,2.01538848249213,2.2922039984377554,0.04130248801138858
pink_noise,2,5,46,995,1.7810246255923259,2.298658370005685,0.004265164804561294
pink_noise,2,5,47,995,1.700722780918924,2.253252868726933,0.0023153543348244376
pink_noise,2,5,48,995,2.044588670289874,2.3375325165668976,0.0
pink_noise,2,5,49,995,1.632355717371209,2.281062139367831,0.0
pink_noise,2,5,50,995,2.0998882010173223,2.273774959298769,0.0
pink_noise,2,5,51,995,2.569044289934221,2.2422396280232713,0.0
pink_noise,2,5,52,995,2.6549287694863404,2.274612843478745,0.0
pink_noise,2,5,53,995,1.5950951248545993,2.2367226731146372,0.0038854708262077153
pink_noise,2,5,54,995,1.091713643742949,2.292514285795174,0.036445523015334214
pink_noise,2,5,55,995,2.3583175970629364,2.3109953017373885,0.005143746165063412
pink_noise,2,5,56,995,1.911901989625422,2.315834575478554,0.018205338629442736
pink_noise,2,5,57,995,1.2322119180439826,2.3124359096485843,0.026038413304974473
pink_noise,2,5,58,995,2.4732009069255327,2.2735287983800525,0.0
pink_noise,2,5,59,995,1.682066674324152,2.2883933735213184,0.0
pink_noise,2,5,60,995,1.3787632183424385,2.2336748223056846,0.0
pink_noise,2,5,61,995,1.3891701265975813,2.3129486031105286,0.01285190187413976
pink_noise,2,5,62,995,1.2409438370330603,2.3336729980337823,0.0
pink_noise,2,5,63,995,1.557751749916049,2.2590980521157094,0.0062662480384760855
pink_noise,2,5,64,995,1.6170662218976206,2.2858193222394307,0.0
pink_noise,2,5,65,995,1.6492849200865667,2.272198139334638,0.012828720126504933
pink_noise,2,5,66,995,1.3718869102388442,2.2705649254380034,0.030207916193951245
pink_noise,2,5,67,995,1.8690288587098132,2.3031839261077622,0.0
pink_noise,2,5,68,995,1.994842667133558,2.295627193672061,0.038880142716048116
pink_noise,2,5,69,995,2.051210485380835,2.2296302939003163,0.05537959703697393
pink_noise,2,5,70,995,0.9551678505827885,2.2694757609654843,0.0
pink_noise,2,5,71,995,2.3754804836154793,2.302890559943639,0.0604904208482715
pink_noise,2,5,72,995,0.7422841201713108,2.279109700419059,0.03256677563389676
pink_noise,2,5,73,995,1.9318895296071572,2.272590949102297,0.00295364840744039
pink_noise,2,5,74,995,1.5011879257244862,2.284504156832144,0.008264101113999
